flight,time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,speed,payload,altitude,date,time_day,route
87,221.7,2,176,22.14001274,23.22713089,-79.78280254,40.45897855,275.3218825,0.014283996,0.010993953,-0.667953491,0.743984759,-0.116659058,0.178030971,-1.132949273,0.064212941,0.090745881,-0.03916363,0.168877382,0.000944124,-9.601012326,4,250,100,6/11/2019,Noche,R1
88,142.6,4.699999809,352,21.38252258,22.35243607,-79.78279413,40.45898415,319.0772083,0.017233528,-0.028574433,-0.554254889,0.831677854,-0.097359233,0.112682275,-3.083577174,-0.000925946,0.123562463,0.196051732,0.043524677,0.415266624,-10.00606884,8,250,100,6/11/2019,Noche,R1
89,144.21,1.799999952,157,23.9029007,-0.015903547,-79.78283654,40.45890843,266.0223341,-2.49E-06,0.008624583,-0.977687418,0.209888235,-0.00358385,0.017923348,0.012997636,0.000467773,-0.002545598,-0.001995025,-0.138840592,-0.043089662,-9.801625033,8,250,25,7/10/2019,Noche,R1
90,168.99,1.600000024,112,21.09580231,23.163517,-79.78284328,40.45894517,269.3481247,-0.002250212,0.000343818,-0.982301474,0.187293217,-0.054624724,0.154205919,-1.00140968,0.164094567,-0.02524269,0.047017328,0.130141899,-0.050330228,-9.902501782,10,250,100,7/10/2019,Noche,R1
91,88.11,11.10000038,177,21.22851944,21.00858688,-79.78178988,40.45890619,366.3307784,0.023587797,-0.023502856,0.974941134,0.219957277,-0.022456237,9.144906968,-0.260283647,-0.255032867,-0.360539079,-0.044792522,-1.380640467,0.336503277,-9.077957252,12,250,100,7/15/2019,Noche,R1
92,39.19,0.600000024,136,21.21224403,22.07412529,-79.78277522,40.45901217,315.2320616,0.013688515,-0.000610897,-0.784052134,0.620543838,0.086541579,0.070766904,0.773257415,-0.022696555,-0.047837645,-1.615884423,-0.040395101,0.129176706,-9.752756928,12,0,50,7/15/2019,Manana,R1
93,80.2,4.300000191,192,21.420084,21.66858482,-79.78140002,40.45951398,318.5788172,-0.010291964,-0.02346647,0.954866052,0.295929611,-0.400890629,4.199387584,0.103502515,-0.070737936,0.122163735,0.021307971,-0.432465296,-0.012037334,-9.302551144,4,500,50,7/15/2019,Manana,R1
94,147.5,1.5,59,21.17092514,19.78401375,-79.78275477,40.4590351,288.2778663,-0.013414645,-0.006007002,-0.980378985,0.196573243,-0.103682985,-0.011723529,-1.024386252,-0.003787847,0.043774478,0.010923125,0.114941916,0.247309411,-9.874920466,12,0,100,7/15/2019,Manana,R1
95,170.3,1.799999952,170,22.91753578,20.37244415,-79.78276665,40.45905043,281.5784965,-0.007458487,-0.000105324,-0.973550081,0.228352264,0.051424132,0.09609859,-1.053136533,-0.043270659,0.027076272,-0.01297094,0.051125975,0.208203635,-9.773059046,8,250,100,7/15/2019,Manana,R1
96,20.7,1.200000048,86,23.13414001,23.69628716,-79.78274838,40.45904667,272.4663224,0.007948755,-0.012194829,-0.995433807,0.094337925,-0.011384823,0.04326216,0.162091184,-0.000908797,0.053758577,0.031713087,0.058297124,0.080101994,-9.909250638,12,250,50,7/15/2019,Manana,R1
97,39.4,10.60000038,75,22.22765541,19.45003891,-79.78214131,40.45927351,294.4816725,-0.041537534,0.019323049,-0.55872494,0.828086853,-0.825443822,8.48464296,0.340461402,-0.070339248,-0.093646884,-0.061094474,-1.500794463,0.020142781,-9.209648243,10,250,25,7/15/2019,Manana,R1
98,38,10.10000038,49,21.48143387,23.53725052,-79.78252696,40.45913647,318.6348993,-0.146017864,0.096363366,-0.546290576,0.819121122,-0.573715355,9.145722046,3.380254597,-0.051821932,0.390210211,-0.33552444,-1.875698342,0.301308356,-9.713739043,10,0,50,7/15/2019,Manana,R1
99,91.9,4.800000191,187,22.68966293,22.31267738,-79.78164617,40.45911427,319.3801464,-0.001177978,-0.029766824,0.968915045,0.245593771,-0.180055835,3.975094202,0.107748181,0.102546357,0.030464787,0.031560864,-0.491315146,0.119644448,-9.762924652,4,250,50,7/15/2019,Manana,R1
100,141.6,5.099999905,12,21.28360939,25.00037766,-79.78264133,40.45868423,295.3166232,-0.035215024,-0.009884537,0.09249603,0.995041132,-0.481471047,4.004600972,0.387679689,0.065353177,0.015170447,-0.051176507,-0.502101651,0.115123015,-10.08271648,4,500,25,7/15/2019,Manana,R1
